,c.avgHandBatter.,c.avgPlaceBatter.,c.avgHandPitcher.,c.avgPlacePitcher.,c.sampleHandBatter.,c.samplePlaceBatter.,c.sampleHandPitcher.,c.samplePlacePitcher.,c.avgHandBatter..1,c.avgPlaceBatter..1,c.avgHandPitcher..1,c.avgPlacePitcher..1,c.sampleHandBatter..1,c.samplePlaceBatter..1,c.sampleHandPitcher..1,c.samplePlacePitcher..1,c.avgHandBatter..2,c.avgPlaceBatter..2,c.avgHandPitcher..2,c.avgPlacePitcher..2,c.sampleHandBatter..2,c.samplePlaceBatter..2,c.sampleHandPitcher..2,c.samplePlacePitcher..2,hit,atBats,pitcherInMonth.pitcherInMonth.c.pitcherInMonth.,pitcherInMonth.batterInMonth.c.batterInMonth.,parkFactor,dateColumn
316,0.280334728,0.2757417103,0.2401226158,0.2473657802,717,1146,2936,1993,0.3069306931,0.3114186851,0.2630792227,0.2718676123,202,289,669,423,0.2937062937,0.285106383,0.2342192691,0.231981982,143,235,602,444,TRUE,7,0.2534626039,0.2572533849,0.887,2016-08-10
317,0.2425222312,0.2519509476,0.2336354481,0.2473657802,1237,1794,993,1993,0.2556390977,0.2763975155,0.2176165803,0.2718676123,266,322,193,423,0.246835443,0.2054263566,0.2456140351,0.231981982,158,258,228,444,FALSE,5,0.2534626039,0.2533333333,0.887,2016-08-10
318,0.2559087205,0.255550074,0.2401226158,0.2473657802,1227,2027,2936,1993,0.2709923664,0.261682243,0.2630792227,0.2718676123,262,321,669,423,0.2191780822,0.1704545455,0.2342192691,0.231981982,146,176,602,444,TRUE,4,0.2534626039,0.2749287749,0.887,2016-08-10
319,0.2563417891,0.2588235294,0.2401226158,0.2473657802,749,1275,2936,1993,0.2114285714,0.2490421456,0.2630792227,0.2718676123,175,261,669,423,0.2040816327,0.2352941176,0.2342192691,0.231981982,147,289,602,444,TRUE,5,0.2534626039,0.2422586521,0.887,2016-08-10
320,0.223487118,0.2356143079,0.2336354481,0.2473657802,1669,2572,993,1993,0.2397260274,0.2388059701,0.2176165803,0.2718676123,146,201,193,423,0.2251308901,0.2182410423,0.2456140351,0.231981982,191,307,228,444,TRUE,5,0.2534626039,0.2513368984,0.887,2016-08-10
321,0.2436837816,0.2475884244,0.2401226158,0.2473657802,1227,2177,2936,1993,0.2397959184,0.2483660131,0.2630792227,0.2718676123,196,306,669,423,0.2967741935,0.2736486486,0.2342192691,0.231981982,155,296,602,444,FALSE,3,0.2534626039,0.2362573099,0.887,2016-08-10
322,0.1224489796,0.1621621622,0.2401226158,0.2473657802,49,74,2936,1993,NA,NA,0.2630792227,0.2718676123,NA,NA,669,423,NA,NA,0.2342192691,0.231981982,NA,NA,602,444,FALSE,4,0.2534626039,0.1382978723,0.887,2016-08-10
323,0.2443874278,0.2505147563,0.2646283606,0.2531746032,1559,2914,1897,1260,0.2430555556,0.2508361204,0.3265306122,0.2661870504,144,299,196,139,0.3154761905,0.2528089888,0.270718232,0.2868852459,168,356,181,122,TRUE,4,0.2504930966,0.2489451477,0.887,2016-08-10
324,0.2340425532,0.2376754816,0.2646283606,0.2531746032,1598,3063,1897,1260,0.2016129032,0.2039800995,0.3265306122,0.2661870504,124,201,196,139,0.2112676056,0.2697841727,0.270718232,0.2868852459,142,278,181,122,TRUE,4,0.2504930966,0.243852459,0.887,2016-08-10
325,0.2613480055,0.257183908,0.2646283606,0.2531746032,727,1392,1897,1260,0.2277777778,0.2466124661,0.3265306122,0.2661870504,180,369,196,139,0.2254901961,0.2417582418,0.270718232,0.2868852459,102,182,181,122,TRUE,4,0.2504930966,0.2837301587,0.887,2016-08-10
326,0.2343909928,0.2270114943,0.2646283606,0.2531746032,977,1740,1897,1260,0.2702702703,0.2424242424,0.3265306122,0.2661870504,185,264,196,139,0.2222222222,0.1920903955,0.270718232,0.2868852459,90,177,181,122,FALSE,4,0.2504930966,0.2110091743,0.887,2016-08-10
327,0.2133995037,0.2345360825,0.2646283606,0.2531746032,403,776,1897,1260,0.2211538462,0.2307692308,0.3265306122,0.2661870504,104,182,196,139,0.1857142857,0.2099236641,0.270718232,0.2868852459,140,262,181,122,TRUE,4,0.2504930966,0.2628205128,0.887,2016-08-10
328,0,0.2143522833,0.2049689441,0.2531746032,2,2146,644,1260,0.2440191388,0.2051282051,0.1956521739,0.2661870504,209,351,92,139,0.1696969697,0.175257732,0.2043010753,0.2868852459,165,291,93,122,TRUE,4,0.2504930966,0.2027586207,0.887,2016-08-10
329,0.2141693811,0.2143522833,0.2049689441,0.2531746032,1228,2146,644,1260,0.2440191388,0.2051282051,0.1956521739,0.2661870504,209,351,92,139,0.1696969697,0.175257732,0.2043010753,0.2868852459,165,291,93,122,TRUE,4,0.2504930966,0.2027586207,0.887,2016-08-10
330,0,0.2260387812,0.2646283606,0.2531746032,1,1805,1897,1260,0.2465753425,0.2173913043,0.3265306122,0.2661870504,73,161,196,139,0.2272727273,0.3015873016,0.270718232,0.2868852459,22,63,181,122,FALSE,3,0.2504930966,0.2241112828,0.887,2016-08-10
331,0.2463465553,0.2260387812,0.2646283606,0.2531746032,958,1805,1897,1260,0.2465753425,0.2173913043,0.3265306122,0.2661870504,73,161,196,139,0.2272727273,0.3015873016,0.270718232,0.2868852459,22,63,181,122,FALSE,3,0.2504930966,0.2241112828,0.887,2016-08-10
332,0.2161290323,0.2263222632,0.2646283606,0.2531746032,620,813,1897,1260,0.2417582418,0.2093023256,0.3265306122,0.2661870504,91,86,196,139,0.2195121951,0.2127659574,0.270718232,0.2868852459,41,47,181,122,TRUE,3,0.2504930966,0.1951951952,0.887,2016-08-10
333,0.1912350598,0.1703703704,0.2646283606,0.2531746032,251,405,1897,1260,0.2327586207,0.1764705882,0.3265306122,0.2661870504,116,187,196,139,0.1836734694,0.1678321678,0.270718232,0.2868852459,98,143,181,122,FALSE,3,0.2504930966,0.2679738562,0.887,2016-08-10
334,0.2390265102,0.2377149877,0.2222222222,0.2277877162,4602,3256,3195,3354,0.1458333333,0.1486486486,0.2443324937,0.2391857506,96,74,397,393,0.2150537634,0.2344322344,0.2114285714,0.2326139089,372,273,350,417,FALSE,4,0.2312867956,0.2354630294,0.887,2016-08-10
335,0.2096342551,0.2312746386,0.2265147304,0.2277877162,1121,761,3598,3354,0.2128146453,0.2533783784,0.2424242424,0.2391857506,437,296,396,393,0.1878787879,0.188976378,0.2591006424,0.2326139089,165,127,467,417,TRUE,4,0.2312867956,0.2639593909,0.887,2016-08-10
336,0.2475463468,0.2295229523,0.2222222222,0.2277877162,1834,1111,3195,3354,0.253164557,0.2340425532,0.2443324937,0.2391857506,316,188,397,393,0.2304347826,0.2246376812,0.2114285714,0.2326139089,230,138,350,417,TRUE,3,0.2312867956,0.2527233115,0.887,2016-08-10
337,0.2261538462,0.2298980747,0.2265147304,0.2277877162,1300,883,3598,3354,0.2329192547,0.2614107884,0.2424242424,0.2391857506,322,241,396,393,0.2179176755,0.2111111111,0.2591006424,0.2326139089,413,270,467,417,FALSE,4,0.2312867956,0.2328042328,0.887,2016-08-10
338,0.2294670846,0.2724196277,0.2265147304,0.2277877162,1595,1182,3598,3354,0.2663755459,0.2824858757,0.2424242424,0.2391857506,229,177,396,393,0.2,0.276119403,0.2591006424,0.2326139089,160,134,467,417,TRUE,3,0.2312867956,0.2704280156,0.887,2016-08-10
339,0.1917808219,0.2467948718,0.2265147304,0.2277877162,365,312,3598,3354,0.1098901099,0.1764705882,0.2424242424,0.2391857506,91,85,396,393,0.2857142857,0.3673469388,0.2591006424,0.2326139089,70,49,467,417,FALSE,2,0.2312867956,0.1982758621,0.887,2016-08-10
340,0.1722689076,0.1944444444,0.2222222222,0.2277877162,238,108,3195,3354,0.1909090909,0.2,0.2443324937,0.2391857506,110,40,397,393,0.1909090909,0.2,0.2114285714,0.2326139089,110,40,350,417,FALSE,2,0.2312867956,0.1369863014,0.887,2016-08-10
341,0.285046729,0.2695035461,0.2265147304,0.2277877162,214,141,3598,3354,0.285046729,0.2695035461,0.2424242424,0.2391857506,214,141,396,393,0.285046729,0.2695035461,0.2591006424,0.2326139089,214,141,467,417,FALSE,3,0.2312867956,0.2884615385,0.887,2016-08-10
342,0.2716049383,0.2857142857,0.2222222222,0.2277877162,81,49,3195,3354,0.2716049383,0.2857142857,0.2443324937,0.2391857506,81,49,397,393,0.2716049383,0.2857142857,0.2114285714,0.2326139089,81,49,350,417,FALSE,3,0.2312867956,0.12,0.887,2016-08-10
343,0.2380859375,0.2294510601,0.2134929271,0.2151724138,5120,3443,4595,5075,0.2715355805,0.271641791,0.2269326683,0.1911764706,534,335,401,476,0.2564102564,0.2715053763,0.1839378238,0.1847826087,546,372,386,460,FALSE,3,0.2157172996,0.2504378284,0.887,2016-08-10
344,0.2425149701,0.2768361582,0.2214272265,0.2151724138,334,177,5311,5075,0.2435233161,0.3131313131,0.2094117647,0.1911764706,193,99,425,476,0.25,0.4285714286,0.1882129278,0.1847826087,20,14,526,460,FALSE,4,0.2157172996,0.2086330935,0.887,2016-08-10
345,0.286111925,0.275065388,0.2134929271,0.2151724138,6826,4588,4595,5075,0.2941176471,0.2685950413,0.2269326683,0.1911764706,408,242,401,476,0.2848722986,0.2763532764,0.1839378238,0.1847826087,509,351,386,460,FALSE,3,0.2157172996,0.2746081505,0.887,2016-08-10
346,0.2668398961,0.2702047414,0.2214272265,0.2151724138,5003,3712,5311,5075,0.1989664083,0.2291666667,0.2094117647,0.1911764706,387,240,425,476,0.2795031056,0.2949852507,0.1882129278,0.1847826087,483,339,526,460,TRUE,2,0.2157172996,0.2809597523,0.887,2016-08-10
347,0.2578005115,0.25,0.2134929271,0.2151724138,1955,1344,4595,5075,0.2639691715,0.2553191489,0.2269326683,0.1911764706,519,329,401,476,0.2946175637,0.2992125984,0.1839378238,0.1847826087,353,254,386,460,TRUE,4,0.2157172996,0.2824742268,0.887,2016-08-10
348,0.239450205,0.2199228341,0.2134929271,0.2151724138,4147,2851,4595,5075,0.2304609218,0.1961414791,0.2269326683,0.1911764706,499,311,401,476,0.2370517928,0.226006192,0.1839378238,0.1847826087,502,323,386,460,FALSE,4,0.2157172996,0.2424242424,0.887,2016-08-10
349,0.2388383182,0.2356285534,0.2134929271,0.2151724138,2307,1583,4595,5075,0.1791044776,0.1726618705,0.2269326683,0.1911764706,201,139,401,476,0.2724014337,0.264957265,0.1839378238,0.1847826087,558,351,386,460,TRUE,3,0.2157172996,0.2314049587,0.887,2016-08-10
350,0.2155477032,0.2208737864,0.2134929271,0.2151724138,566,412,4595,5075,0.234375,0.234741784,0.2269326683,0.1911764706,320,213,401,476,0.3333333333,0.2857142857,0.1839378238,0.1847826087,6,7,386,460,FALSE,3,0.2157172996,0.2064516129,0.887,2016-08-10
351,0.2444668008,0.2428571429,0.2134929271,0.2151724138,1988,1540,4595,5075,0.2054794521,0.2335329341,0.2269326683,0.1911764706,146,167,401,476,0.21875,0.2178217822,0.1839378238,0.1847826087,224,202,386,460,FALSE,2,0.2157172996,0.2638376384,0.887,2016-08-10
352,0.2455590387,0.2556508184,0.2055396371,0.2202833094,1914,1283,5235,4871,0.2455516014,0.2116402116,0.1978798587,0.2172131148,281,189,283,244,0.2322738386,0.2878787879,0.213592233,0.2433537832,409,264,515,489,TRUE,4,0.2263681592,0.2489270386,0.887,2016-08-10
353,0.2375515382,0.2385926333,0.2055396371,0.2202833094,3153,1819,5235,4871,0.2205513784,0.2222222222,0.1978798587,0.2172131148,399,225,283,244,0.232967033,0.2346570397,0.213592233,0.2433537832,455,277,515,489,TRUE,4,0.2263681592,0.2041984733,0.887,2016-08-10
354,0.2914241366,0.277412569,0.2055396371,0.2202833094,5154,3803,5235,4871,0.2718894009,0.2727272727,0.1978798587,0.2172131148,434,330,283,244,0.2912621359,0.2747603834,0.213592233,0.2433537832,412,313,515,489,TRUE,4,0.2263681592,0.2858166189,0.887,2016-08-10
355,0.2425452609,0.2572759022,0.2248814631,0.2202833094,3756,2577,4429,4871,0.2543103448,0.271875,0.2261904762,0.2172131148,464,320,252,244,0.238372093,0.2265861027,0.2989417989,0.2433537832,516,331,378,489,TRUE,4,0.2263681592,0.2250580046,0.887,2016-08-10
356,0.2444924406,0.2220943613,0.2055396371,0.2202833094,2315,1738,5235,4871,0.2202247191,0.2123893805,0.1978798587,0.2172131148,445,339,283,244,0.2517985612,0.2668810289,0.213592233,0.2433537832,417,311,515,489,TRUE,3,0.2263681592,0.2312312312,0.887,2016-08-10
357,0.2602179837,0.2601933586,0.2055396371,0.2202833094,3670,2379,5235,4871,0.252173913,0.2891156463,0.1978798587,0.2172131148,460,294,283,244,0.3238434164,0.291005291,0.213592233,0.2433537832,281,189,515,489,FALSE,4,0.2263681592,0.2458386684,0.887,2016-08-10
358,0.1646136618,0.1797752809,0.2248814631,0.2202833094,893,623,4429,4871,0.1465201465,0.1459459459,0.2261904762,0.2172131148,273,185,252,244,0.1602373887,0.1757322176,0.2989417989,0.2433537832,337,239,378,489,FALSE,3,0.2263681592,0.1421800948,0.887,2016-08-10
359,0.231358885,0.235059761,0.2055396371,0.2202833094,1435,1004,5235,4871,0.196969697,0.1818181818,0.1978798587,0.2172131148,198,143,283,244,0.2574712644,0.2717770035,0.213592233,0.2433537832,435,287,515,489,TRUE,4,0.2263681592,0.223880597,0.887,2016-08-10
360,0.2628062361,0.251552795,0.2055396371,0.2202833094,449,322,5235,4871,0.2686567164,0.2631578947,0.1978798587,0.2172131148,134,114,283,244,0.2686567164,0.2631578947,0.213592233,0.2433537832,134,114,515,489,FALSE,3,0.2263681592,0.2365591398,0.887,2016-08-10
361,0.2717557252,0.2412935323,0.2026143791,0.2479108635,655,1206,459,1077,0.2388888889,0.2140672783,0.1884057971,0.2517006803,180,327,69,147,0.25,0.2266666667,0.2391304348,0.2519685039,160,300,46,127,TRUE,5,0.2279069767,0.2717622081,0.887,2016-08-10
362,0.2660818713,0.2418300654,0.2584951456,0.2479108635,684,1224,1648,1077,0.2774193548,0.2549668874,0.2777777778,0.2517006803,155,302,270,147,0.2615384615,0.2023346304,0.2422360248,0.2519685039,130,257,161,127,TRUE,3,0.2279069767,0.2687747036,0.887,2016-08-10
363,0.2491909385,0.2402088773,0.2584951456,0.2479108635,618,1149,1648,1077,0.2307692308,0.2386706949,0.2777777778,0.2517006803,156,331,270,147,0.2734375,0.2488479263,0.2422360248,0.2519685039,128,217,161,127,FALSE,3,0.2279069767,0.2857142857,0.887,2016-08-10
364,0.1971153846,0.2076866223,0.2584951456,0.2479108635,1456,2706,1648,1077,0.1983471074,0.1939655172,0.2777777778,0.2517006803,121,232,270,147,0.1517857143,0.1938325991,0.2422360248,0.2519685039,112,227,161,127,TRUE,4,0.2279069767,0.2329084589,0.887,2016-08-10
365,0.2941176471,0.2735042735,0.2026143791,0.2479108635,51,117,459,1077,0.2941176471,0.2735042735,0.1884057971,0.2517006803,51,117,69,147,0.2941176471,0.2735042735,0.2391304348,0.2519685039,51,117,46,127,TRUE,4,0.2279069767,0.3,0.887,2016-08-10
366,0.2303501946,0.2377224199,0.2584951456,0.2479108635,1285,1405,1648,1077,0.2784090909,0.2210526316,0.2777777778,0.2517006803,176,95,270,147,0.1751824818,0.2203389831,0.2422360248,0.2519685039,137,118,161,127,FALSE,1,0.2279069767,0.2757111597,0.887,2016-08-10
367,0.2130965594,0.2380725191,0.2026143791,0.2479108635,901,2096,459,1077,0.2136752137,0.2523961661,0.1884057971,0.2517006803,117,313,69,147,0.1785714286,0.2329749104,0.2391304348,0.2519685039,112,279,46,127,FALSE,4,0.2279069767,0.2444751381,0.887,2016-08-10
368,0.2097222222,0.2180731889,0.2584951456,0.2479108635,720,1339,1648,1077,0.2795698925,0.2247191011,0.2777777778,0.2517006803,93,178,270,147,0.2105263158,0.2072072072,0.2422360248,0.2519685039,38,111,161,127,FALSE,4,0.2279069767,0.2346938776,0.887,2016-08-10
369,0.219047619,0.14375,0.2584951456,0.2479108635,105,160,1648,1077,0.25,0.1739130435,0.2777777778,0.2517006803,24,23,270,147,0.5,0,0.2422360248,0.2519685039,2,8,161,127,FALSE,3,0.2279069767,0.25,0.887,2016-08-10
370,0.2096672944,0.2468,0.2051470588,0.2259630949,1593,2500,1360,3089,0.2016129032,0.2681388013,0.219858156,0.2051282051,248,317,141,351,0.2049689441,0.1831501832,0.1781609195,0.2137592138,161,273,174,407,TRUE,4,0.2254483348,0.2441266599,0.887,2016-08-10
371,0.2570593963,0.2569476082,0.2348798674,0.2259630949,1027,2195,4828,3089,0.2196969697,0.2483870968,0.2145748988,0.2051282051,132,310,494,351,0.2515337423,0.2229299363,0.2188552189,0.2137592138,163,314,594,407,TRUE,3,0.2254483348,0.2698630137,0.887,2016-08-10
372,0.2556657224,0.24970964,0.2348798674,0.2259630949,2824,5166,4828,3089,0.2337662338,0.2389705882,0.2145748988,0.2051282051,154,272,494,351,0.1830065359,0.2100840336,0.2188552189,0.2137592138,153,238,594,407,TRUE,4,0.2254483348,0.2538681948,0.887,2016-08-10
373,0.2598949212,0.257273559,0.2348798674,0.2259630949,2855,5465,4828,3089,0.2744186047,0.303125,0.2145748988,0.2051282051,215,320,494,351,0.2948717949,0.3170731707,0.2188552189,0.2137592138,156,287,594,407,TRUE,4,0.2254483348,0.2807906741,0.887,2016-08-10
374,0.2401746725,0.2401091405,0.2051470588,0.2259630949,458,733,1360,3089,0.2411764706,0.231441048,0.219858156,0.2051282051,170,229,141,351,0.2268907563,0.2135416667,0.1781609195,0.2137592138,119,192,174,407,TRUE,4,0.2254483348,0.2508250825,0.887,2016-08-10
375,0.2675159236,0.2501544163,0.2348798674,0.2259630949,785,1619,4828,3089,0.2307692308,0.1804123711,0.2145748988,0.2051282051,104,194,494,351,0.2709677419,0.2741935484,0.2188552189,0.2137592138,155,310,594,407,TRUE,3,0.2254483348,0.25,0.887,2016-08-10
376,0.1684210526,0.2287581699,0.2348798674,0.2259630949,190,306,4828,3089,NA,NA,0.2145748988,0.2051282051,NA,NA,494,351,NA,NA,0.2188552189,0.2137592138,NA,NA,594,407,TRUE,4,0.2254483348,0.1775147929,0.887,2016-08-10
377,0.2528169014,0.2424359969,0.2348798674,0.2259630949,1420,2578,4828,3089,0.2608695652,0.2447129909,0.2145748988,0.2051282051,230,331,494,351,0.2663043478,0.2401215805,0.2188552189,0.2137592138,184,329,594,407,TRUE,4,0.2254483348,0.2609649123,0.887,2016-08-10
378,0.2304526749,0.2314049587,0.2348798674,0.2259630949,243,363,4828,3089,0.2441860465,0.2424242424,0.2145748988,0.2051282051,172,264,494,351,0.2441860465,0.2424242424,0.2188552189,0.2137592138,172,264,594,407,TRUE,2,0.2254483348,0.2133333333,0.887,2016-08-10
379,0.2479224377,0.2223183391,0.2233746522,0.2171174509,722,1156,3953,2699,0.2590673575,0.25,0.2368421053,0.2283236994,193,324,532,346,0.2179487179,0.1779141104,0.2382739212,0.2207446809,156,163,533,376,TRUE,3,0.2091633466,0.2292051756,0.887,2016-08-10
380,0.2201834862,0.2425595238,0.2267002519,0.2171174509,327,672,1191,2699,0.2333333333,0.2673992674,0.2540540541,0.2283236994,150,273,185,346,0.1923076923,0.2282608696,0.2357142857,0.2207446809,78,184,140,376,TRUE,4,0.2091633466,0.2416107383,0.887,2016-08-10
381,0.2511880516,0.2397577485,0.2233746522,0.2171174509,1473,2807,3953,2699,0.3011363636,0.237388724,0.2368421053,0.2283236994,176,337,532,346,0.2320441989,0.223796034,0.2382739212,0.2207446809,181,353,533,376,FALSE,4,0.2091633466,0.2402464066,0.887,2016-08-10
382,0.2052401747,0.2146652497,0.2267002519,0.2171174509,458,941,1191,2699,0.2148760331,0.216,0.2540540541,0.2283236994,121,250,185,346,0.1523809524,0.2161016949,0.2357142857,0.2207446809,105,236,140,376,FALSE,4,0.2091633466,0.2528735632,0.887,2016-08-10
383,0.2569444444,0.222826087,0.2233746522,0.2171174509,144,184,3953,2699,0.2597402597,0.2352941176,0.2368421053,0.2283236994,77,68,532,346,0.2597402597,0.2352941176,0.2382739212,0.2207446809,77,68,533,376,FALSE,4,0.2091633466,0.1449275362,0.887,2016-08-10
384,0.2071713147,0.231292517,0.2233746522,0.2171174509,251,441,3953,2699,0.175,0.2388888889,0.2368421053,0.2283236994,120,180,532,346,0.4285714286,0.1428571429,0.2382739212,0.2207446809,7,14,533,376,FALSE,3,0.2091633466,0.1981132075,0.887,2016-08-10
385,0.2361111111,0.2657004831,0.2233746522,0.2171174509,216,207,3953,2699,0.2192982456,0.2580645161,0.2368421053,0.2283236994,114,93,532,346,NA,NA,0.2382739212,0.2207446809,NA,NA,533,376,FALSE,3,0.2091633466,0.2454545455,0.887,2016-08-10
386,0.1375,0.1956521739,0.2233746522,0.2171174509,80,92,3953,2699,0.1111111111,0.1228070175,0.2368421053,0.2283236994,63,57,532,346,0.1111111111,0.1228070175,0.2382739212,0.2207446809,63,57,533,376,TRUE,3,0.2091633466,0.2258064516,0.887,2016-08-10
387,0.2363636364,0.1547619048,0.2233746522,0.2171174509,55,84,3953,2699,0.2380952381,0.0588235294,0.2368421053,0.2283236994,21,17,532,346,0.2380952381,0.0588235294,0.2382739212,0.2207446809,21,17,533,376,FALSE,3,0.2091633466,0.2708333333,0.887,2016-08-10
388,0.2760736196,0.2730375427,0.2356687898,0.2543352601,163,293,314,173,0.3064516129,0.311827957,0.2356687898,0.2543352601,62,93,314,173,0.3064516129,0.311827957,0.2356687898,0.2543352601,62,93,314,173,TRUE,5,0.2842105263,0.3047619048,0.887,2016-08-10
389,0.2474747475,0.2470277411,0.2356687898,0.2543352601,792,1514,314,173,0.2536231884,0.2861111111,0.2356687898,0.2543352601,138,360,314,173,0.2346368715,0.2041420118,0.2356687898,0.2543352601,179,338,314,173,TRUE,5,0.2842105263,0.2620817844,0.887,2016-08-10
390,0.2260812582,0.2349258649,0.2356687898,0.2543352601,1526,3035,314,173,0.2203389831,0.2297734628,0.2356687898,0.2543352601,118,309,314,173,0.2232142857,0.2463768116,0.2356687898,0.2543352601,112,276,314,173,FALSE,3,0.2842105263,0.2443703086,0.887,2016-08-10
391,0.2161572052,0.2194772646,0.2356687898,0.2543352601,1374,2793,314,173,0.2252252252,0.2111553785,0.2356687898,0.2543352601,111,251,314,173,0.193877551,0.2752293578,0.2356687898,0.2543352601,98,218,314,173,TRUE,3,0.2842105263,0.2238193018,0.887,2016-08-10
392,0.2726586103,0.2751343054,0.2356687898,0.2543352601,1324,2606,314,173,0.3181818182,0.2544169611,0.2356687898,0.2543352601,110,283,314,173,0.3131313131,0.3560209424,0.2356687898,0.2543352601,99,191,314,173,TRUE,3,0.2842105263,0.266594124,0.887,2016-08-10
393,0.211722488,0.2129852284,0.2356687898,0.2543352601,1672,2911,314,173,0.2142857143,0.206185567,0.2356687898,0.2543352601,84,97,314,173,0.1654135338,0.2013651877,0.2356687898,0.2543352601,133,293,314,173,TRUE,3,0.2842105263,0.2215719064,0.887,2016-08-10
394,0.2122830441,0.2040302267,0.2183908046,0.2543352601,749,1191,87,173,0.5,0,0.2183908046,0.2543352601,4,4,87,173,0.2191780822,0.2212389381,0.2183908046,0.2543352601,73,113,87,173,FALSE,4,0.2842105263,0.1916666667,0.887,2016-08-10
395,0.2029646522,0.1875,0.2356687898,0.2543352601,877,1456,314,173,0.25,0.2325581395,0.2356687898,0.2543352601,40,172,314,173,0.2068965517,0.1338582677,0.2356687898,0.2543352601,116,127,314,173,TRUE,4,0.2842105263,0.19,0.887,2016-08-10
396,0.250798722,0.2444253859,0.2356687898,0.2543352601,626,1166,314,173,0.3,0.2307692308,0.2356687898,0.2543352601,10,13,314,173,0.2405063291,0.1909090909,0.2356687898,0.2543352601,79,110,314,173,TRUE,4,0.2842105263,0.2120481928,0.887,2016-08-10
397,0.2512908778,0.2508858965,0.2415026834,0.2384841555,4067,2822,3354,3061,0.2832244009,0.2689873418,0.2305699482,0.2324929972,459,316,386,357,0.2296296296,0.2674897119,0.2131979695,0.2072368421,405,243,394,304,TRUE,4,0.2476489028,0.2497616778,0.887,2016-08-10
398,0.2442602041,0.2439243924,0.2372771475,0.2384841555,1568,1111,3085,3061,0.2532467532,0.2080924855,0.212962963,0.2324929972,462,346,324,357,0.2565320665,0.2624113475,0.2180685358,0.2072368421,421,282,321,304,TRUE,4,0.2476489028,0.2101910828,0.887,2016-08-10
399,0.2628180782,0.2649807587,0.2415026834,0.2384841555,2633,1819,3354,3061,0.2509881423,0.2724637681,0.2305699482,0.2324929972,506,345,386,357,0.2495274102,0.2528089888,0.2131979695,0.2072368421,529,356,394,304,TRUE,4,0.2476489028,0.2401263823,0.887,2016-08-10
400,0.2674403936,0.2643614055,0.2415026834,0.2384841555,7927,5379,3354,3061,0.2285714286,0.2012012012,0.2305699482,0.2324929972,490,333,386,357,0.247637051,0.2423398329,0.2131979695,0.2072368421,529,359,394,304,FALSE,4,0.2476489028,0.2842582106,0.887,2016-08-10
401,0.2446642374,0.2307098765,0.2415026834,0.2384841555,1921,1296,3354,3061,0.2543103448,0.2352941176,0.2305699482,0.2324929972,464,306,386,357,0.2281449893,0.2086092715,0.2131979695,0.2072368421,469,302,394,304,TRUE,4,0.2476489028,0.2288135593,0.887,2016-08-10
402,0.152,0.131147541,0.2372771475,0.2384841555,125,61,3085,3061,0.152,0.131147541,0.212962963,0.2324929972,125,61,324,357,0.152,0.131147541,0.2180685358,0.2072368421,125,61,321,304,FALSE,3,0.2476489028,0.1315789474,0.887,2016-08-10
403,0.2037867464,0.2151810585,0.2415026834,0.2384841555,2007,1436,3354,3061,0.1836734694,0.1851851852,0.2305699482,0.2324929972,147,108,386,357,0.22,0.2727272727,0.2131979695,0.2072368421,50,44,394,304,FALSE,3,0.2476489028,0.2066805846,0.887,2016-08-10
404,0.111747851,0.1015037594,0.2415026834,0.2384841555,349,266,3354,3061,0,NA,0.2305699482,0.2324929972,2,NA,386,357,0,NA,0.2131979695,0.2072368421,2,NA,394,304,FALSE,1,0.2476489028,0.1075268817,0.887,2016-08-10
405,0.2324723247,0.2376237624,0.2415026834,0.2384841555,271,202,3354,3061,0.2352941176,0.1333333333,0.2305699482,0.2324929972,17,30,386,357,0.2285714286,0.3142857143,0.2131979695,0.2072368421,70,35,394,304,FALSE,3,0.2476489028,0.2025316456,0.887,2016-08-10
406,0.2168099331,0.2386623912,0.253638814,0.2495403205,3141,2183,3710,3807,0.1958955224,0.2076023392,0.2098765432,0.275,536,342,81,80,0.2230971129,0.2554112554,0.302259887,0.3104395604,381,231,354,364,TRUE,4,0.2539936102,0.2435105068,0.887,2016-08-10
407,0.2455795678,0.25,0.2523862998,0.2495403205,1018,652,3562,3807,0.2435643564,0.2643312102,0.3586956522,0.275,505,314,92,80,0.2435643564,0.2643312102,0.2815249267,0.3104395604,505,314,341,364,TRUE,4,0.2539936102,0.304526749,0.887,2016-08-10
408,0.2374670185,0.2348484848,0.253638814,0.2495403205,2274,1584,3710,3807,0.2286282306,0.2162162162,0.2098765432,0.275,503,333,81,80,0.2426966292,0.2681388013,0.302259887,0.3104395604,445,317,354,364,TRUE,4,0.2539936102,0.2281303602,0.887,2016-08-10
409,0.2173581064,0.2133137183,0.253638814,0.2495403205,3929,2719,3710,3807,0.2197802198,0.2537878788,0.2098765432,0.275,364,264,81,80,0.2125,0.2370820669,0.302259887,0.3104395604,480,329,354,364,FALSE,3,0.2539936102,0.2223190933,0.887,2016-08-10
410,0.2288438617,0.2379182156,0.2523862998,0.2495403205,839,538,3562,3807,0.2431761787,0.2348178138,0.3586956522,0.275,403,247,92,80,0.2431761787,0.2348178138,0.2815249267,0.3104395604,403,247,341,364,TRUE,4,0.2539936102,0.2243902439,0.887,2016-08-10
